Date,USD,EUR
11/09/2000,264.65,308.85
11/10/2000,264.85,307.07
11/13/2000,264.85,307.46
11/14/2000,264.95,309.23
11/15/2000,264.6,308.61
11/16/2000,266.7,312.26
11/17/2000,265.25,311.44
11/20/2000,266.15,314.04
11/21/2000,266.15,315.57
11/22/2000,266.15,315.12
11/23/2000,265.7,316.16
11/24/2000,265.55,316.06
11/27/2000,268.15,314.66
11/28/2000,269.95,315.18
11/29/2000,269.1,313.31
11/30/2000,269.1,308.78
12/01/2000,269.2,307.8
12/04/2000,270.7,304.77
12/05/2000,270.8,307.2
12/06/2000,271.6,305.31
12/07/2000,273.9,308.69
12/08/2000,272.95,308.56
12/11/2000,270.7,308.98
12/12/2000,270.75,308.58
12/13/2000,269.6,308.08
12/14/2000,269.3,302.89
12/15/2000,270.35,300.99
12/18/2000,270.2,302.64
12/19/2000,269.55,303.04
12/20/2000,272.45,300.25
12/21/2000,273.1,299.03
12/22/2000,273.1,299.03
12/25/2000,273.1,299.03
12/26/2000,273.1,299.03
12/27/2000,275.05,295.28
12/28/2000,274.45,296.19
12/29/2000,274.45,296.19
01/01/2001,274.45,296.19
01/02/2001,271.1,286.51
01/03/2001,267.15,282.7
01/04/2001,267.1,281.84
01/05/2001,267.4,280.35
01/08/2001,268.3,282.87
01/09/2001,267,283.53
01/10/2001,266.3,282.91
01/11/2001,264.15,277.03
01/12/2001,263.7,277.49
01/15/2001,263.5,279.66
01/16/2001,264.45,281.45
01/17/2001,263.5,282.82
01/18/2001,264.9,281.03
01/19/2001,264.9,282.74
01/22/2001,266.15,283.95
01/23/2001,266.1,283.72
01/24/2001,264.25,285.27
01/25/2001,264.9,287.12
01/26/2001,263.55,285.78
01/29/2001,262.85,286.05
01/30/2001,264.95,285.75
01/31/2001,264.5,284.35
02/01/2001,267.65,284.31
02/02/2001,266.7,285
02/05/2001,265.45,282.39
02/06/2001,262.7,282.56
02/07/2001,263.15,281.84
02/08/2001,262.95,286.31
02/09/2001,259.9,280.52
02/12/2001,261.1,280.99
02/13/2001,260.75,283.89
02/14/2001,260.25,283.13
02/15/2001,258.55,285.47
02/16/2001,257.45,281.03
02/19/2001,259.45,281.64
02/20/2001,256.25,281.78
02/21/2001,257.5,283.31
02/22/2001,258.85,286.37
02/23/2001,260.45,284.83
02/26/2001,263.2,289.14
02/27/2001,268.3,293.64
02/28/2001,266.7,289.07
03/01/2001,266.35,286.12
03/02/2001,263.1,281.9
03/05/2001,262.5,282.44
03/06/2001,261.85,280.83
03/07/2001,260.65,281.18
03/08/2001,263.65,283.31
03/09/2001,269.8,289.76
03/12/2001,272.5,293.77
03/13/2001,269.3,294.67
03/14/2001,263.85,289.59
03/15/2001,262.05,290.26
03/16/2001,260.7,291.58
03/19/2001,260.55,289.76
03/20/2001,261.55,289.26
03/21/2001,262,292.74
03/22/2001,261.15,294.35
03/23/2001,262.85,294.64
03/26/2001,262.2,292.76
03/27/2001,262,294.05
03/28/2001,260.15,292.9
03/29/2001,260.15,295.36
03/30/2001,257.7,292.91
04/02/2001,255.95,290.65
04/03/2001,257.1,287.97
04/04/2001,259.45,288.09
04/05/2001,258.1,287.93
04/06/2001,258.8,286.03
04/09/2001,259,287.24
04/10/2001,256.65,289.15
04/11/2001,257.7,290.3
04/12/2001,259.25,290.7
04/13/2001,259.25,290.7
04/16/2001,259.25,290.7
04/17/2001,260.55,295.91
04/18/2001,258.85,291.76
04/19/2001,263.1,295.09
04/20/2001,263.85,291.8
04/23/2001,262.6,293.08
04/24/2001,263.4,294.07
04/25/2001,263.5,293.63
04/26/2001,263.5,292.52
04/27/2001,264.6,297.67
04/30/2001,263.15,297.01
05/01/2001,264,295.6
05/02/2001,263.95,295.05
05/03/2001,266.4,299.53
05/04/2001,266.6,298.04
05/07/2001,266.6,298.04
05/08/2001,265.2,300
05/09/2001,267.85,302.86
05/10/2001,268.45,304.78
05/11/2001,269.05,306.92
05/14/2001,268.35,306.93
05/15/2001,266.6,303.4
05/16/2001,270.9,306.24
05/17/2001,274,310.55
05/18/2001,273,311.18
05/21/2001,291.25,332.25
05/22/2001,284.15,328.99
05/23/2001,283.15,329.17
05/24/2001,286.05,333.16
05/25/2001,276.25,321.89
05/28/2001,276.25,321.89
05/29/2001,275.75,321.87
05/30/2001,271,316
05/31/2001,267.5,316.31
06/01/2001,265.4,313.67
06/04/2001,266.5,315.31
06/05/2001,265.7,312.74
06/06/2001,265.5,313.39
06/07/2001,266.1,313.5
06/08/2001,267,314.19
06/11/2001,268.5,318.43
06/12/2001,269.9,318.2
06/13/2001,271.95,318.97
06/14/2001,272.4,316.05
06/15/2001,272.2,315.37
06/18/2001,272,315.62
06/19/2001,273.4,320.4
06/20/2001,271.5,318.4
06/21/2001,271.7,317.26
06/22/2001,273.3,319.57
06/25/2001,272.9,316.85
06/26/2001,274,317.46
06/27/2001,274.8,318.72
06/28/2001,269.5,319.46
06/29/2001,270.6,319.37
07/02/2001,268.35,317.12
07/03/2001,268.5,316.52
07/04/2001,267.6,316.5
07/05/2001,266.3,318.58
07/06/2001,265.1,313.25
07/09/2001,266.1,314.2
07/10/2001,267.45,313.17
07/11/2001,267.55,311.03
07/12/2001,266.3,312.67
07/13/2001,266.35,312.25
07/16/2001,268.25,313.74
07/17/2001,267.6,312
07/18/2001,268.55,307.93
07/19/2001,270.3,310.37
07/20/2001,269.7,309.18
07/23/2001,268.7,308.92
07/24/2001,268.75,306.72
07/25/2001,268.4,305.03
07/26/2001,267.5,304.77
07/27/2001,266.15,304.17
07/30/2001,266.3,304.55
07/31/2001,265.9,304.37
08/01/2001,267.35,303.98
08/02/2001,267,302.45
08/03/2001,267.85,303.17
08/06/2001,267.2,303.19
08/07/2001,266.45,303.47
08/08/2001,266.4,302.9
08/09/2001,270,302.39
08/10/2001,275.8,308.54
08/13/2001,275.6,306.87
08/14/2001,274.5,304.02
08/15/2001,275.35,302.02
08/16/2001,275.9,301.27
08/17/2001,277.45,302.6
08/20/2001,276.65,303.05
08/21/2001,276.3,303.36
08/22/2001,275.85,300.79
08/23/2001,274.85,300.78
08/24/2001,272.8,299.25
08/27/2001,272.8,299.25
08/28/2001,271.05,297.53
08/29/2001,272.85,300.07
08/30/2001,272.3,297.43
08/31/2001,273,300
09/03/2001,273.35,301.18
09/04/2001,272.3,307.41
09/05/2001,271.3,305.14
09/06/2001,272.05,303.9
09/07/2001,273.6,302.19
09/10/2001,271.5,301.87
09/11/2001,287,313.76
09/12/2001,279,307.78
09/13/2001,280.25,308.17
09/14/2001,285.75,310.53
09/17/2001,293.25,318.44
09/18/2001,289.4,313.31
09/19/2001,288.1,309.35
09/20/2001,288.5,311.45
09/21/2001,292.5,321.32
09/24/2001,288.2,315.08
09/25/2001,288,312.2
09/26/2001,291.45,315.8
09/27/2001,289.8,315.58
09/28/2001,293.1,321.91
10/01/2001,290.6,316.8
10/02/2001,291.65,318.26
10/03/2001,290.1,316.84
10/04/2001,290.35,317.22
10/05/2001,291.2,317.52
10/08/2001,291.85,317.54
10/09/2001,290,317.29
10/10/2001,287.15,314.79
10/11/2001,281.85,312.89
10/12/2001,281.8,309.43
10/15/2001,281.85,310.07
10/16/2001,281.1,309.41
10/17/2001,281.6,311.64
10/18/2001,281,311.15
10/19/2001,279.15,310.37
10/22/2001,275.9,309.62
10/23/2001,276.05,310.1
10/24/2001,275.5,308.51
10/25/2001,276.7,309.09
10/26/2001,277.25,310.75
10/29/2001,278.6,308.08
10/30/2001,280.4,309.32
10/31/2001,278.75,308.93
11/01/2001,280.6,310.5
11/02/2001,279.9,310.65
11/05/2001,278.25,310.17
11/06/2001,278.95,310.95
11/07/2001,280.3,312.73
11/08/2001,279.95,313.85
11/09/2001,277.15,310.18
11/12/2001,280,313.06
11/13/2001,276.5,313.81
11/14/2001,278.25,314.94
11/15/2001,275.45,312.2
11/16/2001,274.5,310.49
11/19/2001,273.6,310.42
11/20/2001,272.95,309.08
11/21/2001,272.8,310.6
11/22/2001,272.75,310.47
11/23/2001,273.1,310.87
11/26/2001,272.6,309.46
11/27/2001,273.3,309.83
11/28/2001,274.4,309.22
11/29/2001,274.8,309.81
11/30/2001,275.5,307.44
12/03/2001,276.35,309.88
12/04/2001,276.6,310.93
12/05/2001,275,310.42
12/06/2001,274.55,307
12/07/2001,274.1,308.25
12/10/2001,272.65,306.76
12/11/2001,272.2,305.67
12/12/2001,273.5,305.21
12/13/2001,274.35,307.05
12/14/2001,277.05,306.57
12/17/2001,277.75,307.11
12/18/2001,278.85,309.25
12/19/2001,278.65,309.03
12/20/2001,276.1,307.67
12/21/2001,277.5,312.99
12/24/2001,277.5,312.99
12/25/2001,277.5,312.99
12/26/2001,277.5,312.99
12/27/2001,277.7,313.93
12/28/2001,276.5,312.89
12/31/2001,276.5,312.89
01/01/2002,276.5,312.89
01/02/2002,278.35,307.84
01/03/2002,278.8,310.36
01/04/2002,277.75,309.99
01/07/2002,278.6,311.77
01/08/2002,278.6,312.44
01/09/2002,281.1,316.2
01/10/2002,286.85,321.58
01/11/2002,285.75,320.96
01/14/2002,286.35,320.37
01/15/2002,284.2,319.47
01/16/2002,284.6,322.46
01/17/2002,285,323.5
01/18/2002,283.2,320.07
01/21/2002,282.3,319.42
01/22/2002,282.05,318.88
01/23/2002,280.75,318.78
01/24/2002,279.2,318.1
01/25/2002,279,323.03
01/28/2002,279.1,323.93
01/29/2002,277.9,321.38
01/30/2002,281.5,325.77
01/31/2002,282.3,328.52
02/01/2002,283.9,329.54
02/04/2002,287.4,330.23
02/05/2002,291.95,336.15
02/06/2002,299.5,344.73
02/07/2002,299.5,344.89
02/08/2002,304.3,348.49
02/11/2002,297.75,339.2
02/12/2002,298.9,340.78
02/13/2002,297.4,340.78
02/14/2002,299,342.22
02/15/2002,299.85,343.39
02/18/2002,297.35,340.96
02/19/2002,296.5,337.74
02/20/2002,291.3,334.48
02/21/2002,292.15,335.57
02/22/2002,292.75,333.69
02/25/2002,291.95,335.77
02/26/2002,294.2,341.06
02/27/2002,297.4,344.45
02/28/2002,296.85,342.31
03/01/2002,295.4,341.23
03/04/2002,297.4,341.6
03/05/2002,297.8,342.22
03/06/2002,292.7,334.32
03/07/2002,291,330.38
03/08/2002,289.15,330.23
03/11/2002,291.2,332.42
03/12/2002,293.6,335.27
03/13/2002,293.15,334.8
03/14/2002,291.2,330.12
03/15/2002,290.3,329.1
03/18/2002,292.05,330.9
03/19/2002,293.1,332.54
03/20/2002,291.85,330.22
03/21/2002,292.75,331.43
03/22/2002,294.25,336.09
03/25/2002,297.7,339.41
03/26/2002,296.1,337.86
03/27/2002,299,342.65
03/28/2002,301.4,345.92
03/29/2002,301.4,345.92
04/01/2002,301.4,345.92
04/02/2002,304,346.12
04/03/2002,303.75,345.01
04/04/2002,301.7,343.74
04/05/2002,301,341.85
04/08/2002,300.45,343.65
04/09/2002,298.7,339.74
04/10/2002,298,338.44
04/11/2002,301.3,340.76
04/12/2002,300.35,341.46
04/15/2002,300.1,340.91
04/16/2002,297.75,337.16
04/17/2002,300.85,338.68
04/18/2002,304.25,342.32
04/19/2002,301.8,338.95
04/22/2002,303.7,341.81
04/23/2002,302.7,340.42
04/24/2002,304.2,340.95
04/25/2002,307.25,341.96
04/26/2002,306.6,340.78
04/29/2002,309.7,343.35
04/30/2002,308.2,341.8
05/01/2002,308.35,340.08
05/02/2002,307.6,340.91
05/03/2002,310.45,338.66
05/06/2002,310.45,338.66
05/07/2002,312,341.24
05/08/2002,310.5,342.98
05/09/2002,308.85,339.88
05/10/2002,311.15,341.06
05/13/2002,310.75,340.77
05/14/2002,308.4,341.6
05/15/2002,308.3,339.31
05/16/2002,310.1,340.25
05/17/2002,310.6,337.21
05/20/2002,311.5,338
05/21/2002,315.2,342.79
05/22/2002,317.1,342.4
05/23/2002,317.15,343.5
05/24/2002,320.95,348.44
05/27/2002,320.05,347.31
05/28/2002,320.2,344.71
05/29/2002,327.05,350.12
05/30/2002,326,346.99
05/31/2002,326.6,350.99
06/03/2002,326.6,350.99
06/04/2002,326.6,350.99
06/05/2002,322,343.21
06/06/2002,324.1,342.93
06/07/2002,326.4,345.87
06/10/2002,322.5,342.21
06/11/2002,316.8,334.78
06/12/2002,319.75,338.11
06/13/2002,318.75,338.16
06/14/2002,322.1,340.38
06/17/2002,317.8,336.65
06/18/2002,318.35,335.03
06/19/2002,320.65,335.83
06/20/2002,322.35,334.46
06/21/2002,322.7,332.17
06/24/2002,326.4,334.15
06/25/2002,321.7,330.9
06/26/2002,321.55,326.55
06/27/2002,318.8,322.87
06/28/2002,318.5,321.88
07/01/2002,312.1,315.92
07/02/2002,314.45,319.6
07/03/2002,310.85,316.84
07/04/2002,310.6,317.36
07/05/2002,311.3,319.91
07/08/2002,311.7,316.06
07/09/2002,313.8,316.11
07/10/2002,314.8,318.72
07/11/2002,314.15,317.1
07/12/2002,316.7,320.13
07/15/2002,319,316.75
07/16/2002,318.25,316.23
07/17/2002,316.15,312.9
07/18/2002,317.65,315.47
07/19/2002,322.9,318.28
07/22/2002,322.9,320.02
07/23/2002,319.7,322.08
07/24/2002,311.25,312.44
07/25/2002,309.45,309.23
07/26/2002,304.95,308.31
07/29/2002,303,309.5
07/30/2002,305.4,309.8
07/31/2002,304.65,311.06
08/01/2002,302.25,307.35
08/02/2002,305.05,308.91
08/05/2002,309.5,314.6
08/06/2002,305.75,317.43
08/07/2002,312.2,320.53
08/08/2002,312.15,323.07
08/09/2002,312.95,322.4
08/12/2002,316.7,323.89
08/13/2002,313.8,320.01
08/14/2002,315.65,320.46
08/15/2002,312.65,317.83
08/16/2002,314.2,319.11
08/19/2002,310.1,316.98
08/20/2002,308,314.86
08/21/2002,306.55,313.16
08/22/2002,305.4,315.24
08/23/2002,305.95,314.67
08/26/2002,305.95,314.67
08/27/2002,310.5,315.81
08/28/2002,311.1,317.42
08/29/2002,312.1,317.4
08/30/2002,312.8,319.02
09/02/2002,312,316.78
09/03/2002,313.5,315.04
09/04/2002,313,315.72
09/05/2002,317.55,320.24
09/06/2002,319.25,324.61
09/09/2002,322.5,328.78
09/10/2002,319.1,327.85
09/11/2002,315.5,323.99
09/12/2002,318.85,325.26
09/13/2002,318.8,327.95
09/16/2002,315.35,324.77
09/17/2002,315.9,325.8
09/18/2002,318.7,325.57
09/19/2002,322.25,327.76
09/20/2002,322.3,328.91
09/23/2002,322.5,330.26
09/24/2002,326.3,332.31
09/25/2002,325.15,332.19
09/26/2002,319.6,327.59
09/27/2002,320.05,327.32
09/30/2002,323.7,327.66
10/01/2002,321.75,326.45
10/02/2002,322.2,327.34
10/03/2002,322.1,326.18
10/04/2002,320.3,327.27
10/07/2002,321.75,327.61
10/08/2002,319,326.24
10/09/2002,319.35,323.2
10/10/2002,318.95,323.15
10/11/2002,316.85,321.41
10/14/2002,317.75,322.2
10/15/2002,316.2,322.62
10/16/2002,314.05,319.77
10/17/2002,310.75,320.06
10/18/2002,312.75,321.83
10/21/2002,312.6,321.04
10/22/2002,312.55,319.06
10/23/2002,312.1,319.41
10/24/2002,311.75,319.81
10/25/2002,313,320.53
10/28/2002,314.45,319.76
10/29/2002,317.15,322.05
10/30/2002,316.55,321.93
10/31/2002,316.9,320.26
11/01/2002,319.85,320.72
11/04/2002,317.55,318.92
11/05/2002,318.5,318.5
11/06/2002,317.3,318.38
11/07/2002,319.25,316.47
11/08/2002,321.7,317.54
11/11/2002,320.7,317.12
11/12/2002,321.75,318.69
11/13/2002,324,321.75
11/14/2002,318.6,317.24
11/15/2002,319.1,316.35
11/18/2002,318.75,316.31
11/19/2002,319.7,318.11
11/20/2002,318.85,317.83
11/21/2002,317.65,317.97
11/22/2002,317.7,318.53
11/25/2002,317.45,319.72
11/26/2002,317.5,320.29
11/27/2002,317.85,320.8
11/28/2002,317.6,319.52
11/29/2002,319.05,320.91
12/02/2002,316.45,318.14
12/03/2002,319.7,320.69
12/04/2002,322.1,321.65
12/05/2002,322.45,322.51
12/06/2002,325.75,323.23
12/09/2002,325.1,322.36
12/10/2002,323.1,320.15
12/11/2002,324.25,321.55
12/12/2002,326.4,320.53
12/13/2002,332.2,326.17
12/16/2002,333,325.96
12/17/2002,339,330.18
12/18/2002,338,330.05
12/19/2002,345,337.05
12/20/2002,341.6,332.75
12/23/2002,343.95,335.66
12/24/2002,343.95,335.66
12/25/2002,343.95,335.66
12/26/2002,343.95,335.66
12/27/2002,349.3,335.54
12/30/2002,347.2,331.39
12/31/2002,347.2,331.39
01/01/2003,347.2,331.39
01/02/2003,343.8,332.14
01/03/2003,344.5,330.87
01/06/2003,351.75,336.12
01/07/2003,349,335.42
01/08/2003,349.75,332.71
01/09/2003,352.4,336.04
01/10/2003,353,334.34
01/13/2003,352.55,333.79
01/14/2003,353.1,334.25
01/15/2003,351,332.1
01/16/2003,352.3,332.11
01/17/2003,357,335.02
01/20/2003,355.85,333.04
01/21/2003,353.8,330.1
01/22/2003,358.5,334.36
01/23/2003,364.7,338.78
01/24/2003,366,337.79
01/27/2003,368.5,339.66
01/28/2003,368.4,340.23
01/29/2003,369.9,341.24
01/30/2003,367.6,341.03
01/31/2003,367.5,342.43
02/03/2003,369.5,343.08
02/04/2003,376.55,345.87
02/05/2003,382.1,354.88
02/06/2003,375.8,346.62
02/07/2003,373.25,345.44
02/10/2003,370.5,344.91
02/11/2003,364,338.89
02/12/2003,356.3,332.21
02/13/2003,352.8,325.31
02/14/2003,354.25,328.8
02/17/2003,347,323.03
02/18/2003,344.1,321.89
02/19/2003,346,322.01
02/20/2003,351.55,324.67
02/21/2003,352.3,326.39
02/24/2003,355.2,328.92
02/25/2003,357.6,331.3
02/26/2003,351.9,325.89
02/27/2003,351.25,326.65
02/28/2003,347.45,322.1
03/03/2003,345.5,317.7
03/04/2003,353.4,324.37
03/05/2003,353.95,322.56
03/06/2003,354.7,322.66
03/07/2003,350.75,319.15
03/10/2003,354.45,320.6
03/11/2003,348.7,315.99
03/12/2003,346.1,313.95
03/13/2003,334.5,307.61
03/14/2003,335.2,312.22
03/17/2003,340.75,320.86
03/18/2003,338.8,318.66
03/19/2003,335.8,317.18
03/20/2003,335.8,316.14
03/21/2003,333.5,317.02
03/24/2003,329.45,309.52
03/25/2003,331.9,311.61
03/26/2003,329.95,309.06
03/27/2003,332.75,311.48
03/28/2003,330.75,306.65
03/31/2003,334.85,307.15
04/01/2003,334.35,306.55
04/02/2003,329.3,305.9
04/03/2003,323.7,301.48
04/04/2003,323.8,302.25
04/07/2003,319.9,301
04/08/2003,323.4,303.01
04/09/2003,321.35,298.4
04/10/2003,324.6,300.5
04/11/2003,324.8,301.89
04/14/2003,325.95,302.56
04/15/2003,325.45,301.37
04/16/2003,324.1,297.8
04/17/2003,327,300.58
04/18/2003,327,300.58
04/21/2003,327,300.58
04/22/2003,334.9,305.54
04/23/2003,333.3,304.75
04/24/2003,333.7,302.37
04/25/2003,333.25,301.94
04/28/2003,332.6,302.56
04/29/2003,331.4,300.29
04/30/2003,336.75,301.64
05/01/2003,341.2,303.45
05/02/2003,340.5,303.37
05/05/2003,340.5,303.37
05/06/2003,342.85,302.34
05/07/2003,341.85,301.43
05/08/2003,346.45,301.6
05/09/2003,347.9,302.89
05/12/2003,351.1,303.77
05/13/2003,350.4,304.38
05/14/2003,353.55,306.98
05/15/2003,354.25,310.83
05/16/2003,355,307.73
05/19/2003,359,307.31
05/20/2003,366.3,313.02
05/21/2003,367.8,314.28
05/22/2003,369.6,316.22
05/23/2003,370.5,313.88
05/26/2003,370.5,313.88
05/27/2003,371.4,312.89
05/28/2003,359.5,305.49
05/29/2003,363.1,305.46
05/30/2003,361.4,307.13
06/02/2003,364.75,310.48
06/03/2003,365,311.14
06/04/2003,364.2,311.2
06/05/2003,366.75,308.89
06/06/2003,363,309.96
06/09/2003,362.75,309.09
06/10/2003,354.25,302.96
06/11/2003,354.25,301.36
06/12/2003,352.25,299.41
06/13/2003,353.05,298.26
06/16/2003,358.3,302.62
06/17/2003,362.75,306.92
06/18/2003,359.75,307.79
06/19/2003,357.65,304.82
06/20/2003,358,308.73
06/23/2003,355,307.15
06/24/2003,348.25,303.22
06/25/2003,348.1,300.16
06/26/2003,343.85,300.33
06/27/2003,345.5,302.7
06/30/2003,346,301.31
07/01/2003,350.2,302.37
07/02/2003,351.5,305.17
07/03/2003,349.4,304.22
07/04/2003,351.3,305.61
07/07/2003,348.15,307.42
07/08/2003,347.2,307.45
07/09/2003,344.15,303.78
07/10/2003,343.4,301.57
07/11/2003,343.7,303.97
07/14/2003,347.5,307.9
07/15/2003,348.25,311.27
07/16/2003,343.2,305.91
07/17/2003,342.5,305.48
07/18/2003,344.35,305.11
07/21/2003,350,308.72
07/22/2003,352,310.57
07/23/2003,354.75,309.04
07/24/2003,357.3,312
07/25/2003,363,315.35
07/28/2003,365.6,317.75
07/29/2003,363.5,316.53
07/30/2003,357.75,314.42
07/31/2003,354.75,315.73
08/01/2003,352.35,313.14
08/04/2003,347.5,305.71
08/05/2003,348.4,307.29
08/06/2003,352,309.48
08/07/2003,351.6,308.85
08/08/2003,353.95,313.12
08/11/2003,359.15,315.79
08/12/2003,360.1,318.56
08/13/2003,358.65,317.11
08/14/2003,363.6,323.63
08/15/2003,364.5,323.88
08/18/2003,360.25,323.33
08/19/2003,360.4,323.87
08/20/2003,363.7,327.27
08/21/2003,363.3,332.05
08/22/2003,358.75,329.61
08/25/2003,358.75,329.61
08/26/2003,360.5,330.82
08/27/2003,371.25,340.5
08/28/2003,369.8,339.61
08/29/2003,375.6,342.45
09/01/2003,376.25,343.2
09/02/2003,373.7,344.14
09/03/2003,370,341.01
09/04/2003,370.75,339.79
09/05/2003,375.8,338.71
09/08/2003,374.65,336.76
09/09/2003,382.25,340.56
09/10/2003,380,339.77
09/11/2003,376.3,336.19
09/12/2003,378.25,334.14
09/15/2003,373.5,330.41
09/16/2003,374.6,335.45
09/17/2003,374.25,332.9
09/18/2003,378.3,335.94
09/19/2003,379.75,333.93
09/22/2003,385.5,335.42
09/23/2003,384.6,334.78
09/24/2003,385,335.57
09/25/2003,390.7,339.98
09/26/2003,382.7,333.33
09/29/2003,381.95,329.84
09/30/2003,388,332.56
10/01/2003,383.5,327.92
10/02/2003,382.2,326.86
10/03/2003,384.25,332.05
10/06/2003,371.3,317.08
10/07/2003,376.1,319.32
10/08/2003,375.25,318.17
10/09/2003,370.6,316.75
10/10/2003,372.3,315.35
10/13/2003,370.25,316.86
10/14/2003,373.95,318.47
10/15/2003,373.5,320.77
10/16/2003,373.4,321.26
10/17/2003,370.5,318.74
10/20/2003,373.8,320.78
10/21/2003,378.2,323.88
10/22/2003,384.75,326.11
10/23/2003,384.5,326.43
10/24/2003,388.25,327.78
10/27/2003,386,328.09
10/28/2003,384.4,329.31
10/29/2003,385.4,330.02
10/30/2003,386.5,332.22
10/31/2003,386.25,333.12
11/03/2003,383.25,334.54
11/04/2003,377.9,328.52
11/05/2003,378.75,330.58
11/06/2003,380.25,333.09
11/07/2003,378.95,328.86
11/10/2003,383.5,333.51
11/11/2003,387.8,336.98
11/12/2003,389.7,334.45
11/13/2003,395.4,337.98
11/14/2003,396.7,337.5
11/17/2003,393.7,335.35
11/18/2003,393.9,330.92
11/19/2003,395.15,332.03
11/20/2003,394.3,331.48
11/21/2003,395.5,331.91
11/24/2003,391.9,333.05
11/25/2003,391.75,332.13
11/26/2003,396,332.13
11/27/2003,395.45,332.37
11/28/2003,398.35,332.24
12/01/2003,400.25,334.57
12/02/2003,401.35,332.05
12/03/2003,401.8,332.48
12/04/2003,402.25,332.03
12/05/2003,402.4,331.14
12/08/2003,406.15,332.17
12/09/2003,407.75,333.84
12/10/2003,410,335.52
12/11/2003,404.1,332.32
12/12/2003,407.1,331.14
12/15/2003,407.5,330.92
12/16/2003,408,330.95
12/17/2003,408.25,329
12/18/2003,407.5,328.13
12/19/2003,409.75,330.66
12/22/2003,410.45,330.77
12/23/2003,409.25,330.2
12/24/2003,409.25,330.2
12/25/2003,409.25,330.2
12/26/2003,409.25,330.2
12/29/2003,412,329.68
12/30/2003,416.25,332.02
12/31/2003,416.25,332.02
01/01/2004,416.25,332.02
01/02/2004,415.25,329.49
01/05/2004,420.6,331.63
01/06/2004,424.4,332.34
01/07/2004,421.75,332.93
01/08/2004,421,329.65
01/09/2004,423.35,329.53
01/12/2004,425.25,332.46
01/13/2004,425.5,334.17
01/14/2004,419.5,329.85
01/15/2004,412.5,327.48
01/16/2004,408.4,329.99
01/19/2004,406.6,328.7
01/20/2004,409.25,325.19
01/21/2004,407.6,322.39
01/22/2004,409.25,322.09
01/23/2004,409,324.27
01/26/2004,408.2,325.67
01/27/2004,405.7,321.37
01/28/2004,411,325.26
01/29/2004,405.7,327.55
01/30/2004,399.75,320.78
02/02/2004,398.35,321.2
02/03/2004,401.45,319.83
02/04/2004,399.25,318.28
02/05/2004,399.55,317.43
02/06/2004,404.25,317.98
02/09/2004,405.95,320.12
02/10/2004,408.55,321.59
02/11/2004,405.75,316.82
02/12/2004,411.6,320.99
02/13/2004,416,326.56
02/16/2004,411.7,322.32
02/17/2004,414.5,322.47
02/18/2004,414.5,324.13
02/19/2004,409.8,322.47
02/20/2004,405.25,324.25
02/23/2004,399.5,317.62
02/24/2004,402.25,316.98
02/25/2004,400.25,320.23
02/26/2004,393.25,315.94
02/27/2004,395.85,317.16
03/01/2004,400,321.44
03/02/2004,395.75,324.17
03/03/2004,390.5,321.77
03/04/2004,392,321.81
03/05/2004,399.25,322.18
03/08/2004,399.85,323.58
03/09/2004,401.5,323.01
03/10/2004,400.25,326.81
03/11/2004,398.45,324.5
03/12/2004,398,325.99
03/15/2004,398.1,324.61
03/16/2004,402.5,327.98
03/17/2004,402.75,329.45
03/18/2004,410.75,331.6
03/19/2004,412,335.37
03/22/2004,417.65,337.55
03/23/2004,416.25,337.18
03/24/2004,415.25,340.76
03/25/2004,416.1,341.54
03/26/2004,421.5,347.4
03/29/2004,421.25,346.91
03/30/2004,420,344.18
03/31/2004,423.7,344.61
04/01/2004,427.25,345.73
04/02/2004,419,345.97
04/05/2004,417.7,347.76
04/06/2004,418.5,345.81
04/07/2004,419,343.78
04/08/2004,419.5,347.47
04/09/2004,419.5,347.47
04/12/2004,419.5,347.47
04/13/2004,407.9,342
04/14/2004,397.75,333.1
04/15/2004,398.25,333.26
04/16/2004,400.85,334.15
04/19/2004,403.1,335.33
04/20/2004,396.85,333.07
04/21/2004,392.75,331.04
04/22/2004,392.3,330.55
04/23/2004,394.5,333.56
04/26/2004,397,334.85
04/27/2004,396.25,332.68
04/28/2004,392.25,331.29
04/29/2004,386,323.53
04/30/2004,388.5,324.37
05/03/2004,388.5,324.37
05/04/2004,391.25,323.99
05/05/2004,392.55,322.58
05/06/2004,387.5,320.54
05/07/2004,380.8,320.13
05/10/2004,375,316.59
05/11/2004,375.25,317.07
05/12/2004,382.2,320.96
05/13/2004,375.15,317.47
05/14/2004,376.5,317.05
05/17/2004,382.95,318.38
05/18/2004,377.7,315.72
05/19/2004,380.75,316.55
05/20/2004,379.5,318.56
05/21/2004,385.3,320.84
05/24/2004,384,319.6
05/25/2004,388.9,321.22
05/26/2004,389.65,321.87
05/27/2004,393.6,321.04
05/28/2004,393.25,321.91
05/31/2004,393.25,321.91
06/01/2004,397.2,324.54
06/02/2004,394.85,323.06
06/03/2004,390.35,319.99
06/04/2004,388.3,316.21
06/07/2004,393.6,319.22
06/08/2004,392.35,320.05
06/09/2004,386.85,320.24
06/10/2004,384.95,317.9
06/11/2004,384.85,320.28
06/14/2004,385.1,319.24
06/15/2004,386.5,318.24
06/16/2004,385.25,320.85
06/17/2004,386.1,320.1
06/18/2004,395.1,325.75
06/21/2004,395.25,326.6
06/22/2004,395.75,327.26
06/23/2004,393.9,325.62
06/24/2004,400,328.52
