Date,USD,EUR
01/01/1979,226,137.06
01/02/1979,226.8,137.29
01/03/1979,218.6,134.01
01/04/1979,223.15,136.79
01/05/1979,225.5,138.35
01/08/1979,223.1,136.38
01/09/1979,224,137.29
01/10/1979,220.7,135.48
01/11/1979,220.65,135.94
01/12/1979,217.6,134.08
01/15/1979,216.85,133.83
01/16/1979,220.65,135.62
01/17/1979,227.25,139.22
01/18/1979,231.75,141.66
01/19/1979,230.55,141.14
01/22/1979,235,144
01/23/1979,230,141.14
01/24/1979,236.1,144.69
01/25/1979,233.85,143.98
01/26/1979,235.45,144.64
01/29/1979,235.2,145.25
01/30/1979,233.5,144.09
01/31/1979,233.7,144.84
02/01/1979,229.35,142.85
02/02/1979,230.3,143.48
02/05/1979,243.1,150.26
02/06/1979,244.5,150.8
02/07/1979,251.6,153.67
02/08/1979,250.5,153.49
02/09/1979,246.75,151.3
02/12/1979,244.25,150.01
02/13/1979,240.6,148.1
02/14/1979,240.65,148.25
02/15/1979,247.75,152.37
02/16/1979,247.05,152.19
02/19/1979,248.1,152.84
02/20/1979,247,152.24
02/21/1979,250.75,154.63
02/22/1979,252.35,155.4
02/23/1979,251,154.44
02/26/1979,248.6,152.73
02/27/1979,247.9,152.46
02/28/1979,251.3,154.64
03/01/1979,248.8,153.27
03/02/1979,248,152.83
03/05/1979,238.15,147.01
03/06/1979,239.75,147.91
03/07/1979,242.25,149.08
03/08/1979,239.2,147.09
03/09/1979,241,148.43
03/12/1979,240,148.01
03/13/1979,239.1,147.76
03/14/1979,239.5,147.76
03/15/1979,240.1,148.22
03/16/1979,244,150.77
03/19/1979,242.25,149.66
03/20/1979,242.1,149.41
03/21/1979,239.9,148.28
03/22/1979,242.85,149.85
03/23/1979,242.5,149.7
03/26/1979,245.25,150.98
03/27/1979,244.35,150.72
03/28/1979,244.4,150.69
03/29/1979,241.5,149.12
03/30/1979,240.1,148.04
04/02/1979,239.7,148.52
04/03/1979,240,148.77
04/04/1979,239.75,148.51
04/05/1979,240.65,149.14
04/06/1979,239.75,148.52
04/09/1979,240.2,149.87
04/10/1979,239.75,149.27
04/11/1979,238.35,148.25
04/12/1979,233.95,145.91
04/13/1979,233.95,145.88
04/16/1979,233.95,145.88
04/17/1979,231.9,144.82
04/18/1979,233.2,145.35
04/19/1979,240.9,149.87
04/20/1979,236.4,147.67
04/23/1979,236.85,147.78
04/24/1979,239.7,149.25
04/25/1979,241.8,150.41
04/26/1979,242.2,150.7
04/27/1979,243.7,151.15
04/30/1979,245.3,152.76
05/01/1979,247.3,152.8
05/02/1979,246.3,153.16
05/03/1979,246.5,153.28
05/04/1979,248.45,154.48
05/07/1979,248.45,154.48
05/08/1979,248.95,154.76
05/09/1979,247.95,154.12
05/10/1979,252.25,157.08
05/11/1979,251.5,156.73
05/14/1979,251,156.42
05/15/1979,255.5,159.57
05/16/1979,256.5,160.1
05/17/1979,256.8,160.68
05/18/1979,256.4,161.08
05/21/1979,262,164.85
05/22/1979,265.4,166.79
05/23/1979,264.15,165.89
05/24/1979,263.75,165.43
05/25/1979,270.6,170
05/28/1979,270.6,169.99
05/29/1979,273.8,172.21
05/30/1979,270.25,169.65
05/31/1979,274.6,172
06/01/1979,275.1,172.68
06/04/1979,272.9,171.04
06/05/1979,274.75,172.29
06/06/1979,280,175.7
06/07/1979,276.05,173.15
06/08/1979,280,175.45
06/11/1979,282.35,176.98
06/12/1979,277.75,173.99
06/13/1979,276.6,173.07
06/14/1979,279,174.47
06/15/1979,280,174.13
06/18/1979,278,172.81
06/19/1979,280.3,172.97
06/20/1979,281.35,173.13
06/21/1979,282.3,173.45
06/22/1979,283.45,173.68
06/25/1979,283.85,172.89
06/26/1979,281.45,172.23
06/27/1979,281.8,172.09
06/28/1979,275.9,168.39
06/29/1979,277.5,169.03
07/02/1979,282.5,172.26
07/03/1979,281.35,171.44
07/04/1979,283.5,172.12
07/05/1979,288.25,174.68
07/06/1979,290.25,176.45
07/09/1979,287.85,175.53
07/10/1979,290.5,176.61
07/11/1979,290.3,175.8
07/12/1979,290.75,176.13
07/13/1979,287.45,174.13
07/16/1979,292.8,176.89
07/17/1979,296.3,178.16
07/18/1979,302.15,181.13
07/19/1979,299.15,179.47
07/20/1979,298.75,180.51
07/23/1979,304.9,183.26
07/24/1979,305.25,183.27
07/25/1979,303.35,182.68
07/26/1979,305.2,183.91
07/27/1979,305.8,184.56
07/30/1979,301.4,182.35
07/31/1979,296.45,179.68
08/01/1979,290.1,175.64
08/02/1979,291.5,176.3
08/03/1979,286.5,173.57
08/06/1979,282.7,171.07
08/07/1979,285.1,172.69
08/08/1979,289,174.96
08/09/1979,297.1,179.36
08/10/1979,303.75,183.46
08/13/1979,298.75,180.6
08/14/1979,292,176.8
08/15/1979,301.85,182.82
08/16/1979,297.85,180.26
08/17/1979,300.55,181.98
08/20/1979,298.75,180.89
08/21/1979,300.5,181.99
08/22/1979,311,188.18
08/23/1979,310.05,187.54
08/24/1979,314.75,190.31
08/27/1979,314.75,190.31
08/28/1979,316.75,191.73
08/29/1979,315.2,190.67
08/30/1979,319.15,193.34
08/31/1979,315.1,190.38
09/03/1979,322.9,195.21
09/04/1979,325,196.34
09/05/1979,329,198.56
09/06/1979,335.5,201.76
09/07/1979,329.15,197.74
09/10/1979,336.3,201.8
09/11/1979,339.5,204.14
09/12/1979,337.1,202.6
09/13/1979,332.95,200.52
09/14/1979,345.8,208.27
09/17/1979,351.75,211.64
09/18/1979,375.75,226
09/19/1979,369,221.68
09/20/1979,380,225.5
09/21/1979,369,218.73
09/24/1979,380.4,225.76
09/25/1979,376.7,223.65
09/26/1979,373.75,221.44
09/27/1979,395.5,232.67
09/28/1979,397.25,233.23
10/01/1979,414.75,243.27
10/02/1979,426,251.66
10/03/1979,402,237.98
10/04/1979,384,227.75
10/05/1979,385,228.52
10/08/1979,372,224.06
10/09/1979,385.8,233.04
10/10/1979,413,247.46
10/11/1979,401.5,241.06
10/12/1979,395,237.4
10/15/1979,402.9,242.74
10/16/1979,394.25,237.97
10/17/1979,386,233.32
10/18/1979,380.5,229.4
10/19/1979,393,236.93
10/22/1979,392,236.85
10/23/1979,385,233.43
10/24/1979,395,238.99
10/25/1979,391.8,236.8
10/26/1979,375,227.05
10/29/1979,374,227.05
10/30/1979,377.6,229.12
10/31/1979,382,231.45
11/01/1979,378.5,229.08
11/02/1979,372.8,224.9
11/05/1979,381,229.5
11/06/1979,384.3,232.42
11/07/1979,395,237.68
11/08/1979,389.5,235.34
11/09/1979,389.5,235.21
11/12/1979,393.25,237.98
11/13/1979,387.2,234.05
11/14/1979,390,234.56
11/15/1979,386,232.2
11/16/1979,390.35,234.16
11/19/1979,389.85,232.51
11/20/1979,387.75,231.48
11/21/1979,396.15,235.64
11/22/1979,393.15,234.26
11/23/1979,392,233.75
11/26/1979,395.25,234.97
11/27/1979,393.75,233.94
11/28/1979,411.2,244.13
11/29/1979,411.7,243.78
11/30/1979,415.65,244.87
12/03/1979,428.75,250.15
12/04/1979,431.2,253.44
12/05/1979,426.4,252.6
12/06/1979,433.75,256.43
12/07/1979,430.4,255.91
12/10/1979,431.15,256.1
12/11/1979,445.5,262.89
12/12/1979,446.25,263
12/13/1979,458.8,270.17
12/14/1979,456.8,269.8
12/17/1979,469.5,276.99
12/18/1979,477.75,281.22
12/19/1979,488.5,287.18
12/20/1979,471.5,277.57
12/21/1979,473.1,278.61
12/24/1979,473.1,277.44
12/25/1979,473.1,277.44
12/26/1979,473.1,277.44
12/27/1979,473.1,275.92
12/28/1979,512,299.02
12/31/1979,512,299.12
01/01/1980,512,299.12
01/02/1980,559.5,325.32
01/03/1980,634,368.66
01/04/1980,588,342.56
01/07/1980,633.5,368.22
01/08/1980,610,355.16
01/09/1980,607.2,353.19
01/10/1980,602.85,351.34
01/11/1980,623,363.71
01/14/1980,660,385.03
01/15/1980,684,400.37
01/16/1980,760,444.09
01/17/1980,750,438.5
01/18/1980,835,487.96
01/21/1980,850,497.88
01/22/1980,737.5,433.05
01/23/1980,695,407.36
01/24/1980,717,420.84
01/25/1980,668,392.36
01/28/1980,624,367.71
01/29/1980,674.25,397.03
01/30/1980,691,406.28
01/31/1980,653,385.01
02/01/1980,676.5,398.89
02/04/1980,669.75,394.51
02/05/1980,682,401.55
02/06/1980,709,416
02/07/1980,699.25,411.02
02/08/1980,692,407.18
02/11/1980,710.5,416.94
02/12/1980,694.5,408.16
02/13/1980,696.75,408.22
02/14/1980,682,399.78
02/15/1980,667,391.86
02/18/1980,661.5,388.97
02/19/1980,652.25,385.06
02/20/1980,606,357.55
02/21/1980,665,392.31
02/22/1980,630,373.37
02/25/1980,616.5,366.23
02/26/1980,642.25,381.78
02/27/1980,636,377.81
02/28/1980,646,383.84
02/29/1980,637,381.48
03/03/1980,633.75,380.82
03/04/1980,631.25,380.24
03/05/1980,643.5,387.82
03/06/1980,626,378.59
03/07/1980,609,368.65
03/10/1980,585,355.97
03/11/1980,570.25,347.63
03/12/1980,585.7,356.17
03/13/1980,556.5,340.69
03/14/1980,523,322.58
03/17/1980,484,304.93
03/18/1980,481.5,303.63
03/19/1980,527,331.56
03/20/1980,561,351.56
03/21/1980,525,331.04
03/24/1980,558.25,353.79
03/25/1980,547.25,347.96
03/26/1980,507.5,322.01
03/27/1980,485.25,311.55
03/28/1980,490,315.84
03/31/1980,494.5,321.56
04/01/1980,509.5,335.24
04/02/1980,500.5,326.94
04/03/1980,485.75,317.99
04/04/1980,485.75,317.99
04/07/1980,485.75,317.99
04/08/1980,528,343.68
04/09/1980,554,352.08
04/10/1980,526,333.39
04/11/1980,530.5,335.36
04/14/1980,529.75,333.99
04/15/1980,497.5,317.79
04/16/1980,520,327.56
04/17/1980,513,321.65
04/18/1980,515.6,323.45
04/21/1980,506,316.63
04/22/1980,502.4,315.55
04/23/1980,506.5,313.01
04/24/1980,515.7,317.75
04/25/1980,551.5,338.96
04/28/1980,524.25,320.27
04/29/1980,513.75,314.16
04/30/1980,518,317.27
05/01/1980,490,300.13
05/02/1980,512.5,316.66
05/05/1980,512.5,316.66
05/06/1980,512.5,312.37
05/07/1980,510,310.19
05/08/1980,515.75,314.84
05/09/1980,508.25,312.68
05/12/1980,513.25,313.4
05/13/1980,512,312.51
05/14/1980,525,320.07
05/15/1980,517,314.89
05/16/1980,516.5,315.56
05/19/1980,513.75,314.62
05/20/1980,507.75,311.06
05/21/1980,513.5,312.21
05/22/1980,501,304.37
05/23/1980,511.25,309.12
05/26/1980,511.25,309.12
05/27/1980,514.8,308.53
05/28/1980,526.5,316.67
05/29/1980,519.6,313.15
05/30/1980,535.5,323.09
06/02/1980,561.5,339.08
06/03/1980,552.5,333.84
06/04/1980,571.5,344.39
06/05/1980,581.75,350.63
06/06/1980,597,358.18
06/09/1980,623.75,373.88
06/10/1980,604,362.21
06/11/1980,596,358.14
06/12/1980,590,354.38
06/13/1980,608.4,364.02
06/16/1980,595,357.36
06/17/1980,591.75,356.3
06/18/1980,602.5,362.21
06/19/1980,599,360.39
06/20/1980,602.9,362.79
06/23/1980,596.5,358.53
06/24/1980,603,363.04
06/25/1980,622.5,374.57
06/26/1980,624.5,375.73
06/27/1980,637.5,383.61
06/30/1980,653.5,392.72
07/01/1980,660,396.81
07/02/1980,661.5,397.86
07/03/1980,663.5,398.78
07/04/1980,666.5,399.04
07/07/1980,667.5,397.46
07/08/1980,687.5,408.84
07/09/1980,671,399.38
07/10/1980,656.5,390.55
07/11/1980,667,397.05
07/14/1980,650,387.23
07/15/1980,619.5,370.26
07/16/1980,624.75,372.87
07/17/1980,627.25,372.97
07/18/1980,606,362.02
07/21/1980,617.5,368.06
07/22/1980,613,364.44
07/23/1980,631.25,375.55
07/24/1980,643,381.77
07/25/1980,651.75,387.39
07/28/1980,643.5,383.11
07/29/1980,646.75,387.63
07/30/1980,629,380.12
07/31/1980,614.25,372.37
08/01/1980,622,379.26
08/04/1980,630.75,383
08/05/1980,630.5,381.27
08/06/1980,627.75,378.31
08/07/1980,629.5,381.67
08/08/1980,630,382.11
08/11/1980,617,374.78
08/12/1980,605,367.18
08/13/1980,615.25,373.5
08/14/1980,626,381.24
08/15/1980,624.5,380.01
08/18/1980,612.25,374.39
08/19/1980,624,382.52
08/20/1980,634.75,388.59
08/21/1980,645.25,395.41
08/22/1980,639.2,393.69
08/25/1980,639.2,393.69
08/26/1980,628.85,386.84
08/27/1980,633.85,389.48
08/28/1980,635.3,388.38
08/29/1980,631.25,386.52
09/01/1980,628.75,384.19
09/02/1980,640,389.68
09/03/1980,636.75,387.28
09/04/1980,647.25,393.64
09/05/1980,651,396.91
09/08/1980,672,409.01
09/09/1980,670.5,408.45
09/10/1980,686.5,418
09/11/1980,674,410.18
09/12/1980,685.5,417.83
09/15/1980,666.5,406.83
09/16/1980,668,408.09
09/17/1980,673,410.48
09/18/1980,672,411.78
09/19/1980,674,414.08
09/22/1980,710,437.7
09/23/1980,711,439.62
09/24/1980,710.5,436.05
09/25/1980,697.75,429.08
09/26/1980,698.75,431.24
09/29/1980,679.25,420.63
09/30/1980,666.75,412.83
10/01/1980,682,421.52
10/02/1980,665.75,412.11
10/03/1980,660.5,408.97
10/06/1980,675.5,415.79
10/07/1980,678.15,418.72
10/08/1980,677,417.58
10/09/1980,690,425.97
10/10/1980,685.25,422.79
10/13/1980,679.75,420.03
10/14/1980,668.5,414.51
10/15/1980,678,422.02
10/16/1980,674,420.06
10/17/1980,670.5,420.34
10/20/1980,657,415.45
10/21/1980,652.5,412.84
10/22/1980,660,417.88
10/23/1980,634.5,401.19
10/24/1980,633,401.01
10/27/1980,637.25,406.42
10/28/1980,631.75,405.23
10/29/1980,644,411.75
10/30/1980,642.5,412.66
10/31/1980,629,404.91
11/03/1980,640.5,414.58
11/04/1980,646,418.09
11/05/1980,652,427.16
11/06/1980,632,414.49
11/07/1980,596,392.9
11/10/1980,612.5,395.29
11/11/1980,598.5,385.18
11/12/1980,619.5,400.05
11/13/1980,622,400.33
11/14/1980,612.5,396.48
11/17/1980,611.75,401.25
11/18/1980,619,403.91
11/19/1980,629.75,408.59
11/20/1980,630.5,410.68
11/21/1980,634.75,415.47
11/24/1980,631,412.75
11/25/1980,616.25,402.53
11/26/1980,623,407.86
11/27/1980,622,407.95
11/28/1980,619.75,406.73
12/01/1980,635,419.19
12/02/1980,627,414.59
12/03/1980,627.25,414.01
12/04/1980,631.5,417.49
12/05/1980,617,410.93
12/08/1980,617.25,411.18
12/09/1980,604,405.97
12/10/1980,579,393.29
12/11/1980,558,381.09
12/12/1980,562.75,382.18
12/15/1980,579,389.73
12/16/1980,561,384.35
12/17/1980,575.5,388.86
12/18/1980,573.5,388.78
12/19/1980,575,379.74
12/22/1980,594.75,397.72
12/23/1980,602.5,399.21
12/24/1980,602.5,398.45
12/25/1980,602.5,398.45
12/26/1980,602.5,398.45
12/29/1980,593.75,396.03
12/30/1980,589.75,391.8
12/31/1980,589.75,392.41
01/01/1981,589.75,392.41
01/02/1981,589.75,396.09
01/05/1981,597.5,395.27
01/06/1981,599.25,395.28
01/07/1981,585,387.88
01/08/1981,574.75,384.36
01/09/1981,577.75,388.87
01/12/1981,562,378.96
01/13/1981,562.75,382.95
01/14/1981,556.5,377.62
01/15/1981,571.5,388.71
01/16/1981,560.75,382.63
01/19/1981,566.75,386.47
01/20/1981,562,382.75
01/21/1981,578,391.84
01/22/1981,564,387.79
01/23/1981,553,381.41
01/26/1981,528.5,367.71
01/27/1981,524,366.82
01/28/1981,523.5,368.88
01/29/1981,493.75,349.42
01/30/1981,506.5,363.31
02/02/1981,493.5,353.36
02/03/1981,486.25,351.25
02/04/1981,505,361.61
02/05/1981,498.5,361.24
02/06/1981,500.5,361.93
02/09/1981,512.5,371.01
02/10/1981,519.5,377.32
02/11/1981,501,364.39
02/12/1981,490.25,361.7
02/13/1981,491.5,367.37
02/16/1981,490.25,372.24
02/17/1981,500.75,373.46
02/18/1981,505,375.08
02/19/1981,503.25,367.49
02/20/1981,511.5,366.88
02/23/1981,501.5,362.16
02/24/1981,503,365.04
02/25/1981,500.5,362.34
02/26/1981,492,357.82
02/27/1981,489,357.95
03/02/1981,465.5,344.46
03/03/1981,471,348.93
03/04/1981,465.5,341.58
03/05/1981,461.5,339.08
03/06/1981,467,343.28
03/09/1981,474.25,346.15
03/10/1981,487.25,353.26
03/11/1981,476.25,347.21
03/12/1981,478,347.99
03/13/1981,492,357.69
03/16/1981,499.75,360.59
03/17/1981,493.25,355.17
03/18/1981,506,359.93
03/19/1981,510,360.56
03/20/1981,516.75,368.96
03/23/1981,526,381.39
03/24/1981,536.25,387.98
03/25/1981,528,382.54
03/26/1981,539.5,394.11
03/27/1981,538.75,396.44
03/30/1981,526.5,386.36
03/31/1981,513.75,375.1
04/01/1981,514.25,375.2
04/02/1981,519.5,380.19
04/03/1981,523,385.63
04/06/1981,533.75,398.87
04/07/1981,514.25,382.04
04/08/1981,508.5,375.31
04/09/1981,503,374.19
04/10/1981,493.5,368.13
04/13/1981,473.75,356.56
04/14/1981,483,362.53
04/15/1981,476.25,360.57
04/16/1981,482.5,365.61
04/17/1981,482.5,365.61
04/20/1981,482.5,365.61
04/21/1981,481,364.9
04/22/1981,501,376.17
04/23/1981,488.5,367.71
04/24/1981,494.5,374.3
04/27/1981,483,365.6
04/28/1981,482.75,366.28
04/29/1981,477.25,365.77
04/30/1981,482.75,369.74
05/01/1981,487.5,373.06
05/04/1981,487.5,373.06
05/05/1981,476.25,374.62
05/06/1981,482,377.07
05/07/1981,477.75,375.5
05/08/1981,485.75,379.19
05/11/1981,493,390.76
05/12/1981,484,385.58
05/13/1981,484.25,385.67
05/14/1981,476.5,382.29
05/15/1981,485,388.95
05/18/1981,481.75,384.68
05/19/1981,481.5,385.25
05/20/1981,479.75,382.64
05/21/1981,475,382.33
05/22/1981,472.75,380.11
05/25/1981,472.75,380.11
05/26/1981,466.5,376.13
05/27/1981,466.75,377.8
05/28/1981,479,385.34
05/29/1981,479.25,386.14
06/01/1981,483.25,389.69
06/02/1981,474,387.16
06/03/1981,475.5,387.8
06/04/1981,462.5,385.75
06/05/1981,460,384.49
06/08/1981,473.5,394.14
06/09/1981,460.5,382.97
06/10/1981,465.25,381.98
06/11/1981,464.25,385.84
06/12/1981,472,391.83
06/15/1981,471.75,384.39
06/16/1981,461.5,375.72
06/17/1981,461.75,375.41
06/18/1981,459,376.84
06/19/1981,458.25,377.79
06/22/1981,462,378.4
06/23/1981,466.5,381.51
06/24/1981,462,379.97
06/25/1981,446.5,369.97
06/26/1981,442,365.3
06/29/1981,428.75,355.08
06/30/1981,426,353.4
07/01/1981,422,352.32
07/02/1981,414.5,346.51
07/03/1981,414,346.33
07/06/1981,403.75,341.69
07/07/1981,405,341.9
07/08/1981,397.75,339.51
07/09/1981,406.25,346.5
07/10/1981,416.5,352.21
07/13/1981,413,346.93
07/14/1981,402.25,340.93
07/15/1981,412.25,344.81
07/16/1981,418.25,349.22
07/17/1981,415,348.41
07/20/1981,412.5,349.07
07/21/1981,406,346.47
07/22/1981,411.5,347.84
07/23/1981,407.75,344.71
07/24/1981,407.5,344.86
07/27/1981,408.75,345.05
07/28/1981,401.5,339.86
07/29/1981,401.5,341.04
07/30/1981,402.25,342.1
07/31/1981,406,346.87
08/03/1981,392.5,341.69
08/04/1981,391.25,341.72
08/05/1981,392.4,340.46
08/06/1981,393.25,342.58
08/07/1981,397.25,348.03
08/10/1981,393.75,349.64
08/11/1981,401,355.37
08/12/1981,417.5,361.56
08/13/1981,407.25,355.21
08/14/1981,413,361.88
08/17/1981,411.5,356.53
08/18/1981,420,362.26
08/19/1981,431.5,373.43
08/20/1981,429,368.31
08/21/1981,429.5,365.93
08/24/1981,422,361.37
08/25/1981,409.75,356
08/26/1981,414,355.47
08/27/1981,411.75,353.74
08/28/1981,425,362.53
08/31/1981,425,362.53
09/01/1981,421.5,359.91
09/02/1981,430,364.8
09/03/1981,436.5,368.65
09/04/1981,439.5,369.81
09/07/1981,436.5,368.73
09/08/1981,439,372.04
09/09/1981,436.75,369.74
09/10/1981,451.5,378.61
09/11/1981,448.25,375.96
09/14/1981,451.25,377.28
09/15/1981,456,373.25
09/16/1981,449,363.51
09/17/1981,459,367.08
09/18/1981,447,356.81
09/21/1981,463.5,362.99
09/22/1981,462,368.29
09/23/1981,456.5,367.51
09/24/1981,446.25,362.93
09/25/1981,450.5,367.57
09/28/1981,421.5,344.7
09/29/1981,431.75,350.21
09/30/1981,428.75,349.87
10/01/1981,436.75,356.54
10/02/1981,435,352.31
10/05/1981,441.25,354.32
10/06/1981,443,356.66
10/07/1981,445.5,357.13
10/08/1981,443.25,354.44
10/09/1981,453.5,363.96
10/12/1981,449.5,355.65
10/13/1981,443.25,354.05
10/14/1981,444.25,357.13
10/15/1981,446.65,359.84
10/16/1981,443.75,356.61
10/19/1981,436.7,352.64
10/20/1981,437.3,353.74
10/21/1981,429,352
10/22/1981,433.75,357.09
10/23/1981,432.5,355.07
10/26/1981,426,354.8
10/27/1981,427.4,355.26
10/28/1981,430.8,356.22
10/29/1981,424.5,348.65
10/30/1981,427,347.03
11/02/1981,430,345.82
11/03/1981,428.25,344.53
11/04/1981,431.25,345.87
11/05/1981,428.5,345.66
11/06/1981,428.25,346.22
11/09/1981,429.75,343.49
11/10/1981,418.5,338.26
11/11/1981,412,331.25
11/12/1981,411.5,330.57
11/13/1981,412.5,332.13
11/16/1981,404.25,327.45
11/17/1981,398.75,324.64
11/18/1981,403.75,326.95
11/19/1981,401,325.33
11/20/1981,401.5,327.77
11/23/1981,396.75,323.35
11/24/1981,399.25,322.95
11/25/1981,409.5,331.17
11/26/1981,409.5,330.45
11/27/1981,411.5,331.1
11/30/1981,414.5,332.94
12/01/1981,402.5,325.66
12/02/1981,406.75,327.57
12/03/1981,416.5,337.39
12/04/1981,426,343.88
12/07/1981,416.75,338.22
12/08/1981,415.25,338.41
12/09/1981,410.25,333
12/10/1981,405.5,332.09
12/11/1981,409.75,336.67
12/14/1981,417.5,346.07
12/15/1981,413.25,338.94
12/16/1981,416.75,341.81
12/17/1981,416.25,341.4
12/18/1981,415.75,340.99
12/21/1981,410.5,339.2
12/22/1981,399.6,330.19
12/23/1981,400.4,330.85
12/24/1981,400.4,329.86
12/25/1981,400.4,329.86
12/28/1981,400.4,329.86
12/29/1981,395,325.42
12/30/1981,397.5,327.48
12/31/1981,397.5,327.48
01/01/1982,397.5,327.48
01/04/1982,395,321.34
01/05/1982,403.5,328.25
01/06/1982,401.5,326.62
01/07/1982,396.5,322.56
01/08/1982,400.25,325.61
01/11/1982,388.25,321.79
01/12/1982,389,322.41
01/13/1982,380,314.95
01/14/1982,374.75,310.6
01/15/1982,379.25,314.33
01/18/1982,373.75,312.37
01/19/1982,375.25,313.63
01/20/1982,371.5,310.49
01/21/1982,376,314.25
01/22/1982,377.25,315.3
01/25/1982,372,315.21
01/26/1982,376.5,319.02
01/27/1982,381.75,323.47
01/28/1982,383.5,324.95
01/29/1982,387,327.92
02/01/1982,379.5,322.92
02/02/1982,379.15,322.62
02/03/1982,378,321.64
02/04/1982,383.75,326.53
02/05/1982,384.25,326.96
02/08/1982,379.75,324.25
02/09/1982,378.5,323.18
02/10/1982,382.15,326.3
02/11/1982,380,324.46
02/12/1982,377.5,322.33
02/15/1982,375.25,325.45
02/16/1982,375.25,325.45
02/17/1982,374,324.36
02/18/1982,369.25,320.24
02/19/1982,369.25,320.24
02/22/1982,364.25,310.32
02/23/1982,361,307.55
02/24/1982,362.75,309.04
02/25/1982,366.45,312.19
02/26/1982,362.6,308.91
03/01/1982,361.25,315.18
03/02/1982,361.25,315.18
03/03/1982,353.75,308.64
03/04/1982,346.5,302.31
03/05/1982,342.4,298.74
03/08/1982,330.5,283.92
03/09/1982,329.25,282.84
03/10/1982,333,286.06
03/11/1982,331.75,284.99
03/12/1982,323.25,277.69
03/15/1982,312,271.86
03/16/1982,324.5,282.75
03/17/1982,316,275.34
03/18/1982,320,278.83
03/19/1982,315.75,275.13
03/22/1982,320.8,284.16
03/23/1982,329.25,291.65
03/24/1982,331.75,293.86
03/25/1982,327.75,290.32
03/26/1982,322.25,285.45
03/29/1982,318.5,284.38
03/30/1982,324.25,289.51
03/31/1982,320,285.71
04/01/1982,327,291.96
04/02/1982,327.75,292.63
04/05/1982,337.5,301.77
04/06/1982,345.5,308.93
04/07/1982,354,316.53
04/08/1982,351.5,315.78
04/09/1982,351.5,315.78
04/12/1982,351.5,315.78
04/13/1982,353.5,317.58
04/14/1982,366.75,329.48
04/15/1982,363.25,326.34
04/16/1982,362.75,325.89
04/19/1982,357,320.01
04/20/1982,343,307.46
04/21/1982,346.75,310.82
04/22/1982,345,309.25
04/23/1982,352.25,315.75
04/26/1982,357,315.06
04/27/1982,351.75,310.42
04/28/1982,354.5,312.85
04/29/1982,348.75,307.78
04/30/1982,361.25,318.81
05/03/1982,361.25,318.81
05/04/1982,341.75,301.6
05/05/1982,338.4,298.64
05/06/1982,334.5,295.2
05/07/1982,334.75,295.42
05/10/1982,329,280.87
05/11/1982,332.25,283.65
05/12/1982,331.5,283.01
05/13/1982,331,282.58
05/14/1982,333.25,284.5
05/17/1982,338.5,290.28
05/18/1982,338,289.85
05/19/1982,342,293.28
05/20/1982,342.5,293.71
05/21/1982,338.5,290.28
05/24/1982,329,282.98
05/25/1982,327.9,282.03
05/26/1982,330.25,284.05
05/27/1982,324.25,278.89
05/28/1982,325.25,284.76
05/31/1982,325.25,284.76
06/01/1982,318.75,279.07
06/02/1982,318.5,278.85
06/03/1982,320.35,280.47
06/04/1982,318.75,279.07
06/07/1982,325.25,288.59
06/08/1982,328.75,291.7
06/09/1982,326,289.26
06/10/1982,326.75,289.92
06/11/1982,325.25,288.59
06/14/1982,320.75,295.16
06/15/1982,315,289.87
06/16/1982,317,291.71
06/17/1982,309,284.35
06/18/1982,308.75,284.12
06/21/1982,296.75,280.2
06/22/1982,304,287.04
06/23/1982,304,287.04
06/24/1982,310.25,292.94
06/25/1982,305.5,288.46
06/28/1982,303.75,288
06/29/1982,309,292.98
06/30/1982,317.5,301.04
07/01/1982,310.25,294.16
07/02/1982,312.75,296.54
07/05/1982,315.25,297.68
07/06/1982,311,293.66
07/07/1982,306.75,289.65
07/08/1982,313.5,296.02
07/09/1982,328.5,310.19
07/12/1982,343,322.06
07/13/1982,352.5,330.98
07/14/1982,352.75,331.21
07/15/1982,350.25,328.87
07/16/1982,347,325.81
07/19/1982,347.5,326.2
07/20/1982,347.75,326.44
07/21/1982,366.5,344.04
07/22/1982,353,331.36
07/23/1982,363.25,340.99
07/26/1982,352.25,323.75
07/27/1982,351.25,322.83
07/28/1982,347,318.93
07/29/1982,342.5,314.79
07/30/1982,342.9,315.16
08/02/1982,351.35,326.55
08/03/1982,349.25,324.6
08/04/1982,346.25,321.81
08/05/1982,346.5,322.04
08/06/1982,344.75,320.42
08/09/1982,336,321.8
08/10/1982,338.25,323.95
08/11/1982,333.5,319.4
08/12/1982,334.75,320.6
08/13/1982,338,323.71
08/16/1982,341.75,326.75
08/17/1982,337.75,322.92
08/18/1982,357.75,342.05
08/19/1982,356.65,340.99
08/20/1982,386.5,369.53
08/23/1982,394.5,369.83
08/24/1982,407.75,382.25
08/25/1982,401,375.92
08/26/1982,417,390.92
08/27/1982,418,394.47
08/30/1982,418,394.47
08/31/1982,411.5,388.34
09/01/1982,405.25,382.44
09/02/1982,409.75,386.69
09/03/1982,455,429.39
09/06/1982,474,450.17
09/07/1982,481,456.82
09/08/1982,458,434.97
09/09/1982,466,442.57
09/10/1982,453,430.22
09/13/1982,439,422.74
09/14/1982,454.25,437.43
09/15/1982,443.25,426.84
09/16/1982,448.5,431.89
09/17/1982,441.5,425.15
09/20/1982,424.25,404.96
